Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Total
1992,Male,Incidence,Breast cancer,0,0,0,0,0,0,1,0,1,1,3,7,5,8,4,8,6,4,0,48
1993,Male,Incidence,Breast cancer,0,0,0,0,0,0,0,4,1,2,4,7,10,11,9,6,10,1,0,65
1994,Male,Incidence,Breast cancer,0,0,0,0,0,1,0,2,0,4,6,4,9,17,8,6,6,9,0,72
1995,Male,Incidence,Breast cancer,0,0,0,0,0,0,1,0,5,3,5,8,4,8,7,6,6,3,0,56
1996,Male,Incidence,Breast cancer,0,0,0,0,0,0,0,0,1,7,7,8,11,12,15,12,7,7,0,87
1997,Male,Incidence,Breast cancer,0,1,0,0,1,0,1,0,3,6,2,5,9,7,13,14,7,2,0,71
1998,Male,Incidence,Breast cancer,0,0,0,0,1,0,0,1,2,7,3,11,17,16,13,11,6,2,0,90
1999,Male,Incidence,Breast cancer,0,0,0,0,0,0,0,0,4,4,4,9,7,15,11,12,3,4,0,73
2000,Male,Incidence,Breast cancer,0,0,0,0,0,1,0,2,2,6,5,5,5,8,19,15,6,4,0,78
2001,Male,Incidence,Breast cancer,0,0,0,0,1,0,0,2,1,3,6,10,6,10,19,8,14,10,0,90
2002,Male,Incidence,Breast cancer,0,0,0,0,0,1,1,3,2,1,5,15,14,9,13,6,12,2,0,84
2003,Male,Incidence,Breast cancer,0,0,0,0,2,0,0,3,4,3,10,9,14,14,15,13,8,6,0,101
2004,Male,Incidence,Breast cancer,0,0,0,0,0,0,2,0,3,5,7,11,14,13,12,20,17,4,0,108
2005,Male,Incidence,Breast cancer,0,0,0,0,0,0,0,1,2,2,9,15,5,16,17,14,10,6,0,97
2006,Male,Incidence,Breast cancer,0,0,0,1,0,0,0,2,2,5,3,10,11,15,18,15,8,10,0,100
2007,Male,Incidence,Breast cancer,0,0,0,0,0,0,0,1,4,1,7,13,11,12,15,20,10,9,0,103
2008,Male,Incidence,Breast cancer,0,0,0,0,0,0,0,1,0,7,7,9,20,10,21,15,14,10,0,114
2009,Male,Incidence,Breast cancer,0,0,0,0,0,1,0,2,1,3,7,7,18,22,9,15,13,14,0,112
2010,Male,Incidence,Breast cancer,0,0,0,0,0,0,0,1,4,4,9,16,16,20,18,14,12,14,0,128
2011,Male,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1968,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1969,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1970,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1971,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1972,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1973,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1974,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1975,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1976,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1977,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1978,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1979,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1980,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1981,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1982,Female,Incidence,Breast cancer,0,0,0,1,10,51,156,277,412,519,536,620,652,637,522,408,264,238,0,5303
1983,Female,Incidence,Breast cancer,0,0,0,0,7,38,141,309,414,572,536,611,622,570,587,393,307,250,4,5361
1984,Female,Incidence,Breast cancer,0,0,0,2,4,43,146,296,496,534,547,675,691,614,651,448,304,253,1,5705
1985,Female,Incidence,Breast cancer,0,0,1,0,5,39,150,352,474,586,509,664,742,669,621,503,334,255,1,5905
1986,Female,Incidence,Breast cancer,0,0,0,0,6,44,142,327,489,576,585,665,711,673,678,535,349,302,0,6082
1987,Female,Incidence,Breast cancer,0,0,0,0,6,60,189,364,588,693,593,703,816,770,626,579,388,308,2,6685
1988,Female,Incidence,Breast cancer,0,0,0,0,8,47,167,340,663,664,633,634,844,770,698,572,383,299,1,6723
1989,Female,Incidence,Breast cancer,0,0,0,0,8,45,158,365,661,755,718,686,894,823,712,623,395,326,0,7169
1990,Female,Incidence,Breast cancer,0,0,0,0,4,55,203,349,664,837,779,695,820,860,756,638,424,335,0,7419
1991,Female,Incidence,Breast cancer,0,0,0,0,11,50,180,398,719,856,851,801,890,954,795,670,487,370,0,8032
1992,Female,Incidence,Breast cancer,0,0,0,0,6,46,178,380,721,1005,859,816,788,931,776,647,489,366,0,8008
1993,Female,Incidence,Breast cancer,0,0,0,0,14,55,167,409,782,1026,978,933,965,996,904,694,464,390,1,8778
1994,Female,Incidence,Breast cancer,0,0,0,0,8,58,196,399,778,1137,1113,1033,1111,1212,1018,778,531,375,0,9747
1995,Female,Incidence,Breast cancer,0,1,0,1,8,57,200,395,758,1230,1247,1145,1059,1097,1031,830,583,419,0,10061
1996,Female,Incidence,Breast cancer,0,0,0,0,6,46,196,422,768,1191,1180,1127,1018,1054,989,737,576,431,0,9741
1997,Female,Incidence,Breast cancer,0,0,0,2,12,49,175,442,761,1172,1328,1177,1084,1080,1031,858,581,445,0,10197
1998,Female,Incidence,Breast cancer,0,0,0,3,15,51,196,427,851,1165,1469,1264,1146,1129,1061,877,597,493,0,10744
1999,Female,Incidence,Breast cancer,0,0,0,0,12,48,186,442,821,1146,1505,1284,1242,1093,995,838,560,494,0,10666
2000,Female,Incidence,Breast cancer,0,0,0,2,5,56,191,447,847,1271,1561,1435,1331,1123,1103,909,585,529,0,11395
2001,Female,Incidence,Breast cancer,0,0,0,0,9,47,173,451,922,1226,1653,1531,1449,1164,1105,901,622,574,0,11827
2002,Female,Incidence,Breast cancer,0,0,0,1,7,51,204,433,904,1323,1633,1650,1416,1284,1045,926,615,592,1,12085
2003,Female,Incidence,Breast cancer,0,0,0,1,7,46,185,479,917,1315,1513,1680,1403,1205,931,908,709,562,0,11861
2004,Female,Incidence,Breast cancer,0,0,0,0,9,55,205,428,896,1347,1624,1725,1438,1254,1024,886,684,625,0,12200
2005,Female,Incidence,Breast cancer,0,0,1,0,13,49,186,475,962,1432,1598,1645,1474,1326,912,880,678,626,0,12257
2006,Female,Incidence,Breast cancer,0,0,0,1,9,56,190,478,990,1380,1575,1740,1721,1371,974,828,720,649,0,12682
2007,Female,Incidence,Breast cancer,0,0,0,0,9,53,187,436,938,1454,1560,1691,1707,1361,989,827,731,690,0,12633
2008,Female,Incidence,Breast cancer,0,0,0,0,13,52,196,510,992,1450,1764,1710,1885,1593,1033,915,733,750,0,13596
2009,Female,Incidence,Breast cancer,0,0,0,1,9,74,172,484,896,1519,1679,1697,1956,1691,1110,922,809,721,0,13740
2010,Female,Incidence,Breast cancer,0,0,0,0,7,67,191,502,918,1563,1822,1837,2056,1734,1111,882,735,756,0,14181
2011,Female,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1968,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1969,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1970,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1971,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1972,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1973,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1974,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1975,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1976,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1977,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1978,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1979,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1980,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1981,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1982,Persons,Incidence,Breast cancer,0,0,0,1,10,51,157,278,414,522,539,630,658,644,533,416,269,242,0,5364
1983,Persons,Incidence,Breast cancer,0,0,0,0,7,39,141,310,416,574,537,615,628,578,590,402,314,251,4,5406
1984,Persons,Incidence,Breast cancer,0,0,0,2,4,43,149,296,497,537,550,679,700,628,655,449,310,254,1,5754
1985,Persons,Incidence,Breast cancer,0,0,1,0,5,39,150,355,476,589,515,677,753,673,627,509,336,258,1,5964
1986,Persons,Incidence,Breast cancer,1,0,0,0,6,45,142,327,489,580,591,669,716,680,688,542,356,303,0,6135
1987,Persons,Incidence,Breast cancer,0,0,0,0,6,60,190,367,588,697,595,713,823,781,631,586,392,309,2,6740
1988,Persons,Incidence,Breast cancer,0,0,1,0,8,47,167,341,665,666,635,639,851,782,710,581,387,302,1,6783
1989,Persons,Incidence,Breast cancer,0,0,0,0,8,45,158,368,663,758,723,692,905,837,721,632,400,327,0,7237
1990,Persons,Incidence,Breast cancer,0,0,0,0,4,55,205,351,666,841,781,700,837,871,765,654,430,338,0,7498
1991,Persons,Incidence,Breast cancer,0,0,0,0,11,50,181,399,721,858,852,804,900,963,809,677,497,373,0,8095
1992,Persons,Incidence,Breast cancer,0,0,0,0,6,46,179,380,722,1006,862,823,793,939,780,655,495,370,0,8056
1993,Persons,Incidence,Breast cancer,0,0,0,0,14,55,167,413,783,1028,982,940,975,1007,913,700,474,391,1,8843
1994,Persons,Incidence,Breast cancer,0,0,0,0,8,59,196,401,778,1141,1119,1037,1120,1229,1026,784,537,384,0,9819
1995,Persons,Incidence,Breast cancer,0,1,0,1,8,57,201,395,763,1233,1252,1153,1063,1105,1038,836,589,422,0,10117
1996,Persons,Incidence,Breast cancer,0,0,0,0,6,46,196,422,769,1198,1187,1135,1029,1066,1004,749,583,438,0,9828
1997,Persons,Incidence,Breast cancer,0,1,0,2,13,49,176,442,764,1178,1330,1182,1093,1087,1044,872,588,447,0,10268
1998,Persons,Incidence,Breast cancer,0,0,0,3,16,51,196,428,853,1172,1472,1275,1163,1145,1074,888,603,495,0,10834
1999,Persons,Incidence,Breast cancer,0,0,0,0,12,48,186,442,825,1150,1509,1293,1249,1108,1006,850,563,498,0,10739
2000,Persons,Incidence,Breast cancer,0,0,0,2,5,57,191,449,849,1277,1566,1440,1336,1131,1122,924,591,533,0,11473
2001,Persons,Incidence,Breast cancer,0,0,0,0,10,47,173,453,923,1229,1659,1541,1455,1174,1124,909,636,584,0,11917
2002,Persons,Incidence,Breast cancer,0,0,0,1,7,52,205,436,906,1324,1638,1665,1430,1293,1058,932,627,594,1,12169
2003,Persons,Incidence,Breast cancer,0,0,0,1,9,46,185,482,921,1318,1523,1689,1417,1219,946,921,717,568,0,11962
2004,Persons,Incidence,Breast cancer,0,0,0,0,9,55,207,428,899,1352,1631,1736,1452,1267,1036,906,701,629,0,12308
2005,Persons,Incidence,Breast cancer,0,0,1,0,13,49,186,476,964,1434,1607,1660,1479,1342,929,894,688,632,0,12354
2006,Persons,Incidence,Breast cancer,0,0,0,2,9,56,190,480,992,1385,1578,1750,1732,1386,992,843,728,659,0,12782
2007,Persons,Incidence,Breast cancer,0,0,0,0,9,53,187,437,942,1455,1567,1704,1718,1373,1004,847,741,699,0,12736
2008,Persons,Incidence,Breast cancer,0,0,0,0,13,52,196,511,992,1457,1771,1719,1905,1603,1054,930,747,760,0,13710
2009,Persons,Incidence,Breast cancer,0,0,0,1,9,75,172,486,897,1522,1686,1704,1974,1713,1119,937,823,736,0,13854
2010,Persons,Incidence,Breast cancer,0,0,0,0,7,67,191,503,921,1567,1831,1853,2072,1754,1129,896,747,770,0,14308
2011,Persons,Incidence,Breast cancer,,,,,,,,,,,,,,,,,,,,0
1968,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,1,3,0,2,3,6,4,0,0,0,19
1969,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,1,0,0,0,8
1970,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,0,0,8
1971,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,1,0,0,1,2,0,1,4,2,0,0,0,11
1972,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,1,2,0,2,3,1,3,0,0,0,12
1973,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,1,0,1,3,2,2,2,2,1,2,0,16
1974,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,3,2,2,2,1,2,1,0,1,0,14
1975,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,1,0,1,2,3,2,1,2,0,0,2,0,14
1976,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,5,1,2,5,3,3,0,3,0,22
1977,Male,Mortality,Breast cancer,0,0,0,0,0,0,1,0,0,1,0,1,1,3,2,1,2,2,0,14
1978,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,3,1,1,0,12
1979,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,1,1,1,0,2,1,2,1,1,2,0,0,12
1980,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,2,0,0,11
1981,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,3,1,0,10
1982,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,1,3,1,3,3,1,3,2,0,17
1983,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,0,1,3,0,13
1984,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,1,1,2,1,4,2,1,2,3,0,17
1985,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,1,0,0,0,1,2,5,0,2,0,0,11
1986,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,3,1,1,3,2,1,2,3,1,0,17
1987,Male,Mortality,Breast cancer,0,0,0,0,0,1,0,1,0,1,2,3,2,2,1,2,4,1,0,20
1988,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,1,1,3,6,4,3,1,4,0,23
1989,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,1,2,0,0,3,3,2,4,2,1,0,18
1990,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,0,3,2,0,16
1991,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,1,1,2,0,15
1992,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,1,1,3,4,1,5,2,2,0,19
1993,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,3,2,0,15
1994,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,1,0,1,8,4,3,2,1,0,20
1995,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,1,1,0,1,3,3,3,3,6,1,1,0,23
1996,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,1,1,2,2,1,4,2,4,1,3,0,21
1997,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,6,6,1,0,19
1998,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,1,1,1,3,2,4,3,3,1,0,19
1999,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,1,4,0,1,0,3,5,1,4,2,0,0,21
2000,Male,Mortality,Breast cancer,0,0,0,0,0,0,1,2,0,1,0,3,2,2,1,4,2,3,0,21
2001,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,1,0,1,1,2,4,1,5,4,5,2,0,26
2002,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,4,2,2,1,3,3,1,1,0,17
2003,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,1,3,0,0,10
2004,Male,Mortality,Breast cancer,0,0,0,0,0,0,1,0,0,0,0,3,2,2,1,4,4,2,0,19
2005,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,1,0,3,2,1,1,2,2,4,3,0,19
2006,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,2,1,1,2,3,1,9,2,5,0,26
2007,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,1,5,2,2,1,8,1,5,0,25
2008,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,2,2,1,0,14
2009,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,1,0,3,2,5,3,4,2,3,6,0,29
2010,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,1,3,8,0,23
2011,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,4,4,6,0,23
1968,Female,Mortality,Breast cancer,0,0,0,0,1,4,21,24,77,143,173,173,164,128,158,163,114,73,0,1416
1969,Female,Mortality,Breast cancer,0,0,0,0,1,1,13,31,80,131,174,187,181,159,118,166,112,90,0,1444
1970,Female,Mortality,Breast cancer,0,0,0,0,3,6,20,41,93,132,149,182,196,178,163,150,117,80,0,1510
1971,Female,Mortality,Breast cancer,0,0,0,0,4,9,20,35,80,153,185,204,186,174,140,152,126,114,0,1582
1972,Female,Mortality,Breast cancer,0,0,0,0,2,8,18,25,87,159,164,191,214,166,157,153,126,103,0,1573
1973,Female,Mortality,Breast cancer,0,0,0,0,0,1,21,35,91,150,165,203,191,193,167,129,124,119,0,1589
1974,Female,Mortality,Breast cancer,0,0,0,0,0,0,17,46,76,126,201,182,204,181,162,176,153,128,0,1652
1975,Female,Mortality,Breast cancer,0,0,0,1,3,5,17,44,82,127,188,190,214,186,166,151,134,126,0,1634
1976,Female,Mortality,Breast cancer,0,0,0,0,1,7,32,41,85,128,208,204,220,197,177,180,134,130,0,1744
1977,Female,Mortality,Breast cancer,0,0,0,0,2,2,20,61,80,143,222,195,244,221,178,183,114,122,0,1787
1978,Female,Mortality,Breast cancer,0,0,0,0,0,3,35,56,74,130,194,223,205,202,172,143,137,114,0,1688
1979,Female,Mortality,Breast cancer,0,0,0,0,1,6,21,47,76,115,191,207,200,211,213,171,134,149,0,1742
1980,Female,Mortality,Breast cancer,0,0,0,0,0,5,28,59,75,109,201,210,203,218,237,159,136,151,1,1792
1981,Female,Mortality,Breast cancer,0,0,0,0,2,8,28,44,82,135,191,247,246,236,196,191,165,140,0,1911
1982,Female,Mortality,Breast cancer,0,0,0,0,2,5,27,67,92,125,211,245,250,227,227,177,148,184,0,1987
1983,Female,Mortality,Breast cancer,0,0,0,0,0,6,20,59,92,123,201,239,305,247,258,171,143,176,0,2040
1984,Female,Mortality,Breast cancer,0,0,0,0,0,7,19,70,103,150,208,257,249,264,277,196,190,176,0,2166
1985,Female,Mortality,Breast cancer,0,0,0,0,0,10,38,75,100,163,184,250,272,285,247,220,166,186,0,2196
1986,Female,Mortality,Breast cancer,0,0,0,0,0,6,33,76,112,139,182,243,251,294,254,217,163,195,0,2165
1987,Female,Mortality,Breast cancer,0,0,0,0,2,9,31,75,126,142,214,257,281,258,264,240,177,217,0,2293
1988,Female,Mortality,Breast cancer,0,0,0,0,1,4,28,67,119,153,205,240,296,302,259,264,187,236,0,2361
1989,Female,Mortality,Breast cancer,0,0,0,0,0,7,35,74,145,173,220,219,305,306,257,267,204,237,0,2449
1990,Female,Mortality,Breast cancer,0,0,0,0,0,7,26,62,145,171,228,221,271,336,264,249,213,229,0,2422
1991,Female,Mortality,Breast cancer,0,0,0,0,2,12,26,82,158,176,238,233,270,308,308,261,218,234,0,2526
1992,Female,Mortality,Breast cancer,0,0,0,0,1,3,39,76,135,209,218,216,235,280,291,259,217,250,0,2429
1993,Female,Mortality,Breast cancer,0,1,0,0,0,2,34,77,117,200,227,259,281,316,274,294,262,267,0,2611
1994,Female,Mortality,Breast cancer,0,0,0,0,1,2,20,92,146,212,245,254,262,298,313,292,255,277,0,2669
1995,Female,Mortality,Breast cancer,0,0,0,0,1,5,25,55,119,214,226,254,283,320,298,286,261,288,0,2635
1996,Female,Mortality,Breast cancer,0,0,0,0,0,9,30,91,146,192,238,242,261,294,300,281,257,279,0,2620
1997,Female,Mortality,Breast cancer,0,0,0,0,1,7,38,85,133,215,266,239,236,289,288,293,240,274,0,2604
1998,Female,Mortality,Breast cancer,0,0,0,0,2,9,26,67,126,199,260,227,255,244,274,295,243,314,0,2541
1999,Female,Mortality,Breast cancer,0,0,0,0,2,4,20,63,138,209,253,263,266,215,285,276,227,291,0,2512
2000,Female,Mortality,Breast cancer,0,0,0,0,1,5,27,60,126,188,255,246,237,215,294,280,240,347,0,2521
2001,Female,Mortality,Breast cancer,0,0,0,0,1,2,19,66,127,186,261,258,229,246,309,286,276,328,0,2594
2002,Female,Mortality,Breast cancer,0,0,0,0,0,5,23,68,110,169,294,290,270,254,241,307,282,368,0,2681
2003,Female,Mortality,Breast cancer,0,0,0,0,0,3,27,64,116,186,247,309,285,258,253,316,267,379,0,2710
2004,Female,Mortality,Breast cancer,0,0,0,0,0,6,23,53,113,191,227,304,266,291,259,280,292,360,0,2665
2005,Female,Mortality,Breast cancer,0,0,0,1,0,3,25,49,130,194,268,298,296,252,232,284,301,377,0,2710
2006,Female,Mortality,Breast cancer,0,0,0,0,2,3,15,57,108,150,236,299,288,235,253,266,321,391,0,2624
2007,Female,Mortality,Breast cancer,0,0,0,0,0,7,11,66,96,160,221,279,313,286,259,265,339,420,0,2722
2008,Female,Mortality,Breast cancer,0,0,0,1,1,3,17,57,119,185,228,288,315,275,241,267,320,429,0,2746
2009,Female,Mortality,Breast cancer,0,0,0,0,0,9,22,47,97,183,257,266,318,284,268,277,310,447,0,2785
2010,Female,Mortality,Breast cancer,0,0,0,0,0,5,15,47,97,164,206,278,315,294,279,274,320,543,0,2837
2011,Female,Mortality,Breast cancer,0,0,0,0,0,6,17,45,105,176,221,267,335,307,308,269,338,520,0,2914
1968,Persons,Mortality,Breast cancer,0,0,0,0,1,4,21,24,77,144,176,173,166,131,164,167,114,73,0,1435
1969,Persons,Mortality,Breast cancer,0,0,0,0,1,1,13,31,80,133,176,187,181,161,119,167,112,90,0,1452
1970,Persons,Mortality,Breast cancer,0,0,0,0,3,6,20,41,93,132,150,183,197,179,165,151,118,80,0,1518
1971,Persons,Mortality,Breast cancer,0,0,0,0,4,9,20,36,80,153,186,206,186,175,144,154,126,114,0,1593
1972,Persons,Mortality,Breast cancer,0,0,0,0,2,8,18,25,87,160,166,191,216,169,158,156,126,103,0,1585
1973,Persons,Mortality,Breast cancer,0,0,0,0,0,1,21,35,92,150,166,206,193,195,169,131,125,121,0,1605
1974,Persons,Mortality,Breast cancer,0,0,0,0,0,0,17,46,76,129,203,184,206,182,164,177,153,129,0,1666
1975,Persons,Mortality,Breast cancer,0,0,0,1,3,5,17,45,82,128,190,193,216,187,168,151,134,128,0,1648
1976,Persons,Mortality,Breast cancer,0,0,0,0,1,7,32,41,85,128,213,205,222,202,180,183,134,133,0,1766
1977,Persons,Mortality,Breast cancer,0,0,0,0,2,2,21,61,80,144,222,196,245,224,180,184,116,124,0,1801
1978,Persons,Mortality,Breast cancer,0,0,0,0,0,3,35,56,75,130,195,224,206,203,174,146,138,115,0,1700
1979,Persons,Mortality,Breast cancer,0,0,0,0,1,6,21,48,77,116,191,209,201,213,214,172,136,149,0,1754
1980,Persons,Mortality,Breast cancer,0,0,0,0,0,5,28,59,75,109,203,212,204,220,239,159,138,151,1,1803
1981,Persons,Mortality,Breast cancer,0,0,0,0,2,8,28,44,82,136,192,247,248,237,197,191,168,141,0,1921
1982,Persons,Mortality,Breast cancer,0,0,0,0,2,5,27,67,92,125,212,248,251,230,230,178,151,186,0,2004
1983,Persons,Mortality,Breast cancer,0,0,0,0,0,6,20,59,92,123,202,240,306,249,262,171,144,179,0,2053
1984,Persons,Mortality,Breast cancer,0,0,0,0,0,7,19,70,103,151,209,259,250,268,279,197,192,179,0,2183
1985,Persons,Mortality,Breast cancer,0,0,0,0,0,10,38,75,101,163,184,250,273,287,252,220,168,186,0,2207
1986,Persons,Mortality,Breast cancer,0,0,0,0,0,6,33,76,112,142,183,244,254,296,255,219,166,196,0,2182
1987,Persons,Mortality,Breast cancer,0,0,0,0,2,10,31,76,126,143,216,260,283,260,265,242,181,218,0,2313
1988,Persons,Mortality,Breast cancer,0,0,0,0,1,4,28,67,119,153,206,241,299,308,263,267,188,240,0,2384
1989,Persons,Mortality,Breast cancer,0,0,0,0,0,7,35,74,146,175,220,219,308,309,259,271,206,238,0,2467
1990,Persons,Mortality,Breast cancer,0,0,0,0,0,7,26,62,145,171,228,222,275,339,267,249,216,231,0,2438
1991,Persons,Mortality,Breast cancer,0,0,0,0,2,12,26,82,158,176,238,236,271,311,312,262,219,236,0,2541
1992,Persons,Mortality,Breast cancer,0,0,0,0,1,3,39,76,135,209,219,217,238,284,292,264,219,252,0,2448
1993,Persons,Mortality,Breast cancer,0,1,0,0,0,2,34,77,117,200,228,259,281,320,277,296,265,269,0,2626
1994,Persons,Mortality,Breast cancer,0,0,0,0,1,2,20,92,146,212,246,254,263,306,317,295,257,278,0,2689
1995,Persons,Mortality,Breast cancer,0,0,0,0,1,5,25,56,120,214,227,257,286,323,301,292,262,289,0,2658
1996,Persons,Mortality,Breast cancer,0,0,0,0,0,9,30,91,147,193,240,244,262,298,302,285,258,282,0,2641
1997,Persons,Mortality,Breast cancer,0,0,0,0,1,7,38,85,133,216,266,239,237,290,291,299,246,275,0,2623
1998,Persons,Mortality,Breast cancer,0,0,0,0,2,9,26,67,126,200,261,228,258,246,278,298,246,315,0,2560
1999,Persons,Mortality,Breast cancer,0,0,0,0,2,4,20,64,142,209,254,263,269,220,286,280,229,291,0,2533
2000,Persons,Mortality,Breast cancer,0,0,0,0,1,5,28,62,126,189,255,249,239,217,295,284,242,350,0,2542
2001,Persons,Mortality,Breast cancer,0,0,0,0,1,2,19,67,127,187,262,260,233,247,314,290,281,330,0,2620
2002,Persons,Mortality,Breast cancer,0,0,0,0,0,5,23,68,110,169,298,292,272,255,244,310,283,369,0,2698
2003,Persons,Mortality,Breast cancer,0,0,0,0,0,3,27,65,117,186,247,309,287,258,255,317,270,379,0,2720
2004,Persons,Mortality,Breast cancer,0,0,0,0,0,6,24,53,113,191,227,307,268,293,260,284,296,362,0,2684
2005,Persons,Mortality,Breast cancer,0,0,0,1,0,3,25,49,131,194,271,300,297,253,234,286,305,380,0,2729
2006,Persons,Mortality,Breast cancer,0,0,0,0,2,3,15,57,108,152,237,300,290,238,254,275,323,396,0,2650
2007,Persons,Mortality,Breast cancer,0,0,0,0,0,7,11,66,96,160,222,284,315,288,260,273,340,425,0,2747
2008,Persons,Mortality,Breast cancer,0,0,0,1,1,3,17,57,119,186,228,289,318,276,244,269,322,430,0,2760
2009,Persons,Mortality,Breast cancer,0,0,0,0,0,9,22,47,98,183,260,268,323,287,272,279,313,453,0,2814
2010,Persons,Mortality,Breast cancer,0,0,0,0,0,5,15,47,97,164,206,280,318,296,283,275,323,551,0,2860
2011,Persons,Mortality,Breast cancer,0,0,0,0,0,6,17,45,105,176,221,269,339,310,308,273,342,526,0,2937
1968,Male,Incidence,Cervical cancer,,,,,,,,,,,,,,,,,,,,0
